日期,收盘,开盘,高,低,交易量,涨跌幅
2020/4/23,"4,988.33","4,988.33","4,988.33","4,988.33",,-0.07%
2020/4/24,"4,859.56","4,859.56","4,859.56","4,859.56",,-2.58%
2020/4/27,"4,937.51","4,937.51","4,937.51","4,937.51",,1.60%
2020/4/28,"5,025.82","5,025.82","5,025.82","5,025.82",,1.79%
2020/4/29,"4,996.66","4,996.66","4,996.66","4,996.66",,-0.58%
2020/5/4,"4,829.64","4,829.64","4,829.64","4,829.64",,-3.34%
2020/5/5,"4,896.38","4,896.38","4,896.38","4,896.38",,1.38%
2020/5/6,"5,049.42","5,049.42","5,049.42","5,049.42",,3.13%
2020/5/7,"5,050.33","5,050.33","5,050.33","5,050.33",,0.02%
2020/5/8,"5,168.76","5,168.76","5,168.76","5,168.76",,2.34%
2020/5/11,"5,231.83","5,231.83","5,231.83","5,231.83",,1.22%
2020/5/12,"5,314.22","5,314.22","5,314.22","5,314.22",,1.57%
2020/5/13,"5,329.27","5,329.27","5,329.27","5,329.27",,0.28%
2020/5/14,"5,382.38","5,382.38","5,382.38","5,382.38",,1.00%
2020/5/15,"5,467.94","5,467.94","5,467.94","5,467.94",,1.59%
2020/5/18,"5,349.16","5,349.16","5,349.16","5,349.16",,-2.17%
2020/5/19,"5,500.26","5,500.26","5,500.26","5,500.26",,2.82%
2020/5/20,"5,568.68","5,568.68","5,568.68","5,568.68",,1.24%
2020/5/21,"5,438.79","5,438.79","5,438.79","5,438.79",,-2.33%
2020/5/22,"5,138.16","5,138.16","5,138.16","5,138.16",,-5.53%
2020/5/25,"5,258.12","5,258.12","5,258.12","5,258.12",,2.33%
2020/5/26,"5,382.84","5,382.84","5,382.84","5,382.84",,2.37%
2020/5/27,"5,260.53","5,260.53","5,260.53","5,260.53",,-2.27%
2020/5/28,"5,150.19","5,150.19","5,150.19","5,150.19",,-2.10%
2020/5/29,"5,259.97","5,259.97","5,259.97","5,259.97",,2.13%
2020/6/1,"5,496.09","5,496.09","5,496.09","5,496.09",,4.49%
2020/6/2,"5,523.68","5,523.68","5,523.68","5,523.68",,0.50%
2020/6/3,"5,646.93","5,646.93","5,646.93","5,646.93",,2.23%
2020/6/4,"5,653.70","5,653.70","5,653.70","5,653.70",,0.12%
2020/6/5,"5,699.28","5,699.28","5,699.28","5,699.28",,0.81%
2020/6/8,"5,649.65","5,649.65","5,649.65","5,649.65",,-0.87%
2020/6/9,"5,663.29","5,663.29","5,663.29","5,663.29",,0.24%
2020/6/10,"5,718.01","5,718.01","5,718.01","5,718.01",,0.97%
2020/6/11,"5,664.67","5,664.67","5,664.67","5,664.67",,-0.93%
2020/6/12,"5,703.59","5,703.59","5,703.59","5,703.59",,0.69%
2020/6/15,"5,579.27","5,579.27","5,579.27","5,579.27",,-2.18%
2020/6/16,"5,880.58","5,880.58","5,880.58","5,880.58",,5.40%
2020/6/17,"5,926.60","5,926.60","5,926.60","5,926.60",,0.78%
2020/6/18,"6,063.85","6,063.85","6,063.85","6,063.85",,2.32%
2020/6/19,"6,132.71","6,132.71","6,132.71","6,132.71",,1.14%
2020/6/22,"6,136.53","6,136.53","6,136.53","6,136.53",,0.06%
2020/6/23,"6,350.31","6,350.31","6,350.31","6,350.31",,3.48%
2020/6/24,"6,454.19","6,454.19","6,454.19","6,454.19",,1.64%
2020/6/26,"6,476.97","6,476.97","6,476.97","6,476.97",,0.35%
2020/6/29,"6,334.84","6,334.84","6,334.84","6,334.84",,-2.19%
2020/6/30,"6,376.98","6,376.98","6,376.98","6,376.98",,0.67%
2020/7/2,"6,666.25","6,666.25","6,666.25","6,666.25",,4.54%
2020/7/3,"6,911.58","6,911.58","6,911.58","6,911.58",,3.68%
2020/7/6,"7,242.69","7,242.69","7,242.69","7,242.69",,4.79%
2020/7/7,"7,078.17","7,078.17","7,078.17","7,078.17",,-2.27%
2020/7/8,"7,446.74","7,446.74","7,446.74","7,446.74",,5.21%
2020/7/9,"7,776.77","7,776.77","7,776.77","7,776.77",,4.43%
2020/7/10,"7,683.91","7,683.91","7,683.91","7,683.91",,-1.19%
2020/7/13,"7,736.67","7,736.67","7,736.67","7,736.67",,0.69%
2020/7/14,"7,461.20","7,461.20","7,461.20","7,461.20",,-3.56%
2020/7/15,"7,371.42","7,371.42","7,371.42","7,371.42",,-1.20%
2020/7/16,"6,725.21","6,725.21","6,725.21","6,725.21",,-8.77%
2020/7/17,"6,859.87","6,859.87","6,859.87","6,859.87",,2.00%
2020/7/20,"6,880.91","6,880.91","6,880.91","6,880.91",,0.31%
2020/7/21,"7,376.93","7,376.93","7,376.93","7,376.93",,7.21%
2020/7/22,"7,036.95","7,036.95","7,036.95","7,036.95",,-4.61%
2020/7/23,"7,225.23","7,225.23","7,225.23","7,225.23",,2.68%
2020/7/24,"6,862.70","6,862.70","6,862.70","6,862.70",,-5.02%
2020/7/27,"6,774.78","6,918.05","7,014.84","6,677.16",,-1.28%
2020/7/28,"7,012.62","6,930.58","7,012.62","6,902.57",,3.51%
2020/7/29,"7,085.15","6,971.98","7,099.94","6,951.10",,1.03%
2020/7/30,"7,100.21","7,160.24","7,244.19","7,083.79",,0.21%
2020/7/31,"7,155.03","7,193.55","7,285.56","7,108.15",,0.77%
2020/8/3,"7,292.45","7,255.44","7,311.53","7,127.20",,1.92%
2020/8/4,"7,436.59","7,390.33","7,448.95","7,330.11",,1.98%
2020/8/5,"7,547.20","7,488.74","7,547.20","7,398.66",,1.49%
2020/8/6,"7,576.84","7,579.88","7,588.85","7,420.51",,0.39%
2020/8/7,"7,386.66","7,551.80","7,551.80","7,144.76",,-2.51%
2020/8/10,"7,176.17","7,279.54","7,279.54","7,119.29",,-2.85%
2020/8/11,"7,129.84","7,217.05","7,274.64","7,085.29",,-0.65%
2020/8/12,"7,010.72","7,086.93","7,086.93","6,833.88",,-1.67%
2020/8/13,"7,031.81","7,116.74","7,133.18","7,008.40",,0.30%
2020/8/14,"7,038.26","7,019.18","7,091.00","6,975.84",,0.09%
2020/8/17,"7,075.03","7,037.86","7,117.17","7,004.77",,0.52%
2020/8/18,"7,196.01","7,147.73","7,196.01","7,075.06",,1.71%
2020/8/19,"7,150.41","7,147.73","7,251.57","7,075.06",,-0.63%
2020/8/20,"7,167.60","7,183.25","7,183.25","7,060.78",,0.24%
2020/8/21,"7,168.87","7,205.57","7,208.73","7,104.01",,0.02%
2020/8/24,"7,329.91","7,247.60","7,332.19","7,198.76",,2.25%
2020/8/25,"7,223.67","7,348.10","7,355.49","7,153.69",,-1.45%
2020/8/26,"7,275.44","7,311.50","7,326.57","7,219.82",,0.72%
2020/8/27,"7,540.86","7,352.09","7,574.23","7,311.00",,3.65%
2020/8/28,"7,580.90","7,521.87","7,745.92","7,430.02",,0.53%
2020/8/31,"7,543.86","7,746.63","7,771.28","7,543.86",,-0.49%
2020/9/1,"7,674.71","7,556.90","7,683.66","7,526.33",,1.73%
2020/9/2,"7,909.39","7,874.07","7,909.39","7,764.78",,3.06%
2020/9/3,"7,706.06","7,889.48","7,889.48","7,678.15",,-2.57%
2020/9/4,"7,588.02","7,342.83","7,622.35","7,290.83",,-1.53%
2020/9/7,"7,240.96","7,481.19","7,487.95","7,213.81",,-4.57%
2020/9/8,"7,123.28","7,301.72","7,326.01","7,007.09",,-1.63%
2020/9/9,"7,015.64","6,984.19","7,086.74","6,906.75",,-1.51%
2020/9/10,"6,999.72","7,133.84","7,200.80","6,994.63",,-0.23%
2020/9/11,"7,178.27","7,001.26","7,195.96","6,986.97",,2.55%
2020/9/14,"7,317.31","7,235.43","7,345.08","7,232.97",,1.94%
2020/9/15,"7,348.72","7,327.13","7,374.48","7,281.24",,0.43%
2020/9/16,"7,430.09","7,401.88","7,464.42","7,370.02",,1.11%
2020/9/17,"7,301.56","7,403.11","7,433.00","7,245.87",,-1.73%
2020/9/18,"7,371.82","7,314.72","7,371.82","7,237.95",,0.96%
2020/9/21,"7,195.75","7,408.78","7,422.87","7,188.84",,-2.39%
2020/9/22,"7,233.32","7,202.01","7,319.08","7,144.89",,0.52%
2020/9/23,"7,298.62","7,270.29","7,327.99","7,235.37",,0.90%
2020/9/24,"7,054.28","7,218.71","7,223.84","7,051.11",,-3.35%
2020/9/25,"6,918.77","7,110.42","7,134.45","6,860.75",,-1.92%
2020/9/28,"6,978.59","6,921.46","6,998.21","6,897.62",,0.86%
2020/9/29,"6,977.30","7,063.95","7,078.74","6,965.70",,-0.02%
2020/9/30,"7,087.64","7,017.17","7,143.14","6,981.22",,1.58%
2020/10/5,"7,092.06","7,255.73","7,255.73","7,049.82",,0.06%
2020/10/6,"7,336.35","7,154.80","7,350.20","7,141.42",,3.44%
2020/10/7,"7,494.59","7,358.22","7,494.59","7,300.09",,2.16%
2020/10/8,"7,511.11","7,527.52","7,527.52","7,438.45",,0.22%
2020/10/9,"7,503.27","7,567.75","7,597.29","7,467.87",,-0.10%
2020/10/12,"7,748.85","7,575.67","7,749.98","7,575.67",,3.27%
2020/10/14,"7,819.84","7,878.84","7,878.84","7,725.80",,0.92%
2020/10/15,"7,541.04","7,766.27","7,769.07","7,504.74",,-3.57%
2020/10/16,"7,604.61","7,661.68","7,675.58","7,540.76",,0.84%
2020/10/19,"7,570.71","7,687.37","7,723.86","7,559.62",,-0.45%
2020/10/20,"7,644.48","7,592.77","7,644.48","7,516.30",,0.97%
2020/10/21,"7,618.06","7,707.12","7,732.20","7,609.39",,-0.35%
2020/10/22,"7,620.34","7,624.14","7,624.14","7,495.48",,0.03%
2020/10/23,"7,484.48","7,600.35","7,600.35","7,441.65",,-1.78%
2020/10/27,"7,547.66","7,457.47","7,603.44","7,449.86",,0.84%
2020/10/28,"7,656.45","7,577.04","7,694.83","7,520.69",,1.44%
2020/10/29,"7,675.42","7,508.24","7,729.82","7,485.71",,0.25%
2020/10/30,"7,534.39","7,691.83","7,778.82","7,509.78",,-1.84%
2020/11/2,"7,585.76","7,601.14","7,643.02","7,474.70",,0.68%
2020/11/3,"7,714.73","7,626.98","7,774.11","7,626.98",,1.70%
2020/11/4,"7,758.72","7,594.79","7,817.48","7,574.61",,0.57%
2020/11/5,"8,181.62","8,062.58","8,181.62","8,045.11",,5.45%
2020/11/6,"8,152.54","8,200.20","8,229.28","8,020.85",,-0.36%
2020/11/9,"8,394.19","8,325.85","8,524.94","8,324.45",,2.96%
2020/11/10,"7,961.74","8,214.52","8,214.52","7,841.11",,-5.15%
2020/11/11,"7,465.44","7,724.61","7,827.50","7,450.35",,-6.23%
2020/11/12,"7,706.58","7,679.10","7,812.50","7,672.13",,3.23%
2020/11/13,"7,939.72","7,772.01","7,939.72","7,714.36",,3.03%
2020/11/16,"8,075.83","8,075.93","8,079.54","7,890.32",,1.71%
2020/11/17,"7,933.13","8,044.21","8,044.21","7,838.90",,-1.77%
2020/11/18,"7,972.21","7,940.06","7,986.66","7,885.91",,0.49%
2020/11/19,"7,903.37","7,946.25","7,946.25","7,799.56",,-0.86%
2020/11/20,"7,997.52","7,975.98","8,038.46","7,949.21",,1.19%
2020/11/23,"8,088.86","8,100.09","8,105.54","8,038.79",,1.14%
2020/11/24,"8,107.10","8,186.20","8,186.20","8,044.51",,0.23%
2020/11/25,"7,921.35","8,131.23","8,159.03","7,869.31",,-2.29%
2020/11/26,"8,057.14","7,983.53","8,057.14","7,936.82",,1.71%
2020/11/27,"8,090.05","8,075.11","8,139.55","8,042.46",,0.41%
2020/11/30,"8,019.36","8,095.44","8,143.40","7,993.32",,-0.87%
2020/12/1,"7,985.36","8,041.66","8,049.23","7,941.87",,-0.42%
2020/12/2,"7,848.25","7,998.06","7,998.06","7,820.79",,-1.72%
2020/12/3,"7,940.19","7,895.37","7,942.15","7,869.10",,1.17%
2020/12/4,"7,952.80","7,969.58","8,012.79","7,928.56",,0.16%
2020/12/7,"7,944.79","7,974.95","8,011.29","7,847.39",,-0.10%
2020/12/8,"8,085.11","7,939.81","8,136.73","7,916.24",,1.77%
2020/12/9,"8,101.77","8,144.80","8,206.08","8,066.77",,0.21%
2020/12/10,"8,025.83","8,004.56","8,044.07","7,955.62",,-0.94%
2020/12/11,"8,080.60","8,123.04","8,143.59","8,037.63",,0.68%
2020/12/14,"8,128.81","8,056.27","8,156.09","8,005.06",,0.60%
2020/12/15,"8,094.42","8,149.85","8,149.85","8,028.90",,-0.42%
2020/12/16,"8,146.40","8,158.80","8,173.26","8,085.68",,0.64%
2020/12/17,"8,332.66","8,205.81","8,332.66","8,186.12",,2.29%
2020/12/18,"8,253.83","8,324.89","8,345.77","8,221.54",,-0.95%
2020/12/21,"8,159.95","8,243.12","8,277.37","8,159.95",,-1.14%
2020/12/22,"8,186.66","8,164.53","8,253.32","8,091.29",,0.33%
2020/12/23,"8,426.07","8,207.80","8,480.35","8,204.42",,2.92%
2020/12/24,"8,142.81","8,348.44","8,352.80","8,122.62",,-3.36%
2020/12/28,"7,795.78","8,063.45","8,070.26","7,768.81",,-4.26%
2020/12/29,"7,997.83","7,908.69","8,072.71","7,908.69",,2.59%
2020/12/30,"8,295.37","8,078.28","8,311.50","8,078.28",,3.72%
2020/12/31,"8,425.90","8,332.26","8,445.60","8,332.01",,1.57%
2021/1/4,"8,489.69","8,376.85","8,544.87","8,360.83",,0.76%
2021/1/5,"8,463.55","8,422.18","8,504.65","8,385.74",,-0.31%
2021/1/6,"8,609.60","8,574.37","8,699.84","8,510.40",,1.73%
2021/1/7,"8,400.85","8,559.09","8,559.09","8,301.00",,-2.42%
2021/1/8,"8,630.32","8,450.05","8,694.40","8,450.05",,2.73%
2021/1/11,"8,665.47","8,730.59","8,839.76","8,614.55",,0.41%
2021/1/12,"8,726.64","8,685.24","8,758.24","8,619.41",,0.71%
2021/1/13,"8,669.71","8,781.51","8,813.34","8,600.12",,-0.65%
2021/1/14,"8,895.21","8,774.84","8,901.83","8,711.66",,2.60%
2021/1/15,"8,775.54","8,814.55","8,818.39","8,640.52",,-1.35%
2021/1/18,"9,116.24","8,715.32","9,122.71","8,688.63",,3.88%
2021/1/19,"9,374.79","9,228.15","9,526.28","9,228.15",,2.84%
2021/1/20,"9,885.22","9,493.74","9,885.22","9,474.55",,5.44%
2021/1/21,"9,809.84","9,915.87","9,981.71","9,736.29",,-0.76%
2021/1/22,"9,765.76","9,811.68","9,952.94","9,707.08",,-0.45%
2021/1/25,"10,206.61","9,841.33","10,228.70","9,841.33",,4.51%
2021/1/26,"9,967.45","10,142.51","10,279.96","9,843.29",,-2.34%
2021/1/27,"9,807.73","10,055.50","10,057.24","9,603.17",,-1.60%
2021/1/28,"9,372.88","9,564.89","9,791.85","9,339.48",,-4.43%
2021/1/29,"9,358.11","9,543.20","9,709.45","9,283.93",,-0.16%
2021/2/1,"9,765.89","9,438.36","9,792.88","9,385.43",,4.36%
2021/2/2,"9,976.44","9,987.00","10,096.40","9,951.12",,2.16%
2021/2/3,"10,125.72","10,056.56","10,137.86","9,907.63",,1.50%
2021/2/4,"9,897.37","10,034.24","10,042.80","9,678.40",,-2.26%
2021/2/5,"9,795.16","9,935.47","9,996.24","9,770.24",,-1.03%
2021/2/8,"9,756.81","9,930.31","9,947.75","9,727.46",,-0.39%
2021/2/9,"9,961.71","9,810.07","9,970.91","9,780.07",,2.10%
2021/2/10,"10,214.73","10,100.71","10,219.76","10,021.70",,2.54%
2021/2/11,"10,411.20","10,219.06","10,411.20","10,094.85",,1.92%
2021/2/16,"10,694.68","10,620.97","10,785.98","10,585.65",,2.72%
2021/2/17,"10,945.22","10,658.24","10,945.22","10,555.63",,2.34%
2021/2/18,"10,591.53","10,964.67","11,001.78","10,565.40",,-3.23%
2021/2/19,"10,560.97","10,517.13","10,560.97","10,214.36",,-0.29%
2021/2/22,"9,977.41","10,686.39","10,686.39","9,977.41",,-5.53%
2021/2/23,"9,863.82","9,786.09","10,000.12","9,637.21",,-1.14%
2021/2/24,"9,360.95","9,931.55","9,988.84","9,201.58",,-5.10%
2021/2/25,"9,496.79","9,606.37","9,665.98","9,380.89",,1.45%
2021/2/26,"8,954.44","9,052.15","9,184.17","8,937.09",,-5.71%
2021/3/1,"9,298.79","9,209.95","9,312.06","9,130.98",,3.85%
2021/3/2,"9,257.99","9,570.95","9,629.89","9,221.54",,-0.44%
2021/3/3,"9,366.51","9,282.48","9,368.76","9,117.00",,1.17%
2021/3/4,"8,819.62","9,149.65","9,150.36","8,807.47",,-5.84%
2021/3/5,"8,634.22","8,500.51","8,774.20","8,384.91",,-2.10%
2021/3/8,"8,081.63","8,736.53","8,748.88","8,023.24",,-6.40%
2021/3/9,"8,063.12","8,029.83","8,324.10","7,706.83",,-0.23%
2021/3/10,"8,216.58","8,526.69","8,526.69","8,174.61",,1.90%
2021/3/11,"8,640.16","8,232.88","8,652.11","8,219.81",,5.16%
2021/3/12,"8,456.43","8,836.77","8,894.41","8,449.29",,-2.13%
2021/3/15,"8,264.42","8,549.04","8,607.84","8,171.97",,-2.27%
2021/3/16,"8,530.82","8,405.94","8,549.58","8,405.94",,3.22%
2021/3/17,"8,574.04","8,523.48","8,643.75","8,402.95",,0.51%
2021/3/18,"8,676.33","8,689.32","8,819.38","8,643.42",,1.19%
2021/3/19,"8,551.32","8,516.42","8,597.79","8,387.79",,-1.44%
2021/3/22,"8,508.85","8,529.34","8,646.10","8,441.96",,-0.50%
2021/3/23,"8,295.42","8,580.99","8,584.66","8,223.00",,-2.51%
2021/3/24,"8,040.99","8,283.70","8,328.41","7,981.65",,-3.07%
2021/3/25,"7,944.80","7,812.59","7,995.82","7,642.57",,-1.20%
2021/3/26,"8,129.63","7,985.26","8,206.02","7,955.34",,2.33%
2021/3/29,"7,981.07","8,110.96","8,160.82","7,906.57",,-1.83%
2021/3/30,"8,180.32","8,077.65","8,239.15","8,045.83",,2.50%
2021/3/31,"8,183.80","8,283.46","8,343.46","8,151.33",,0.04%
2021/4/1,"8,569.64","8,336.00","8,569.73","8,308.08",,4.71%
2021/4/7,"8,451.85","8,650.50","8,669.17","8,421.21",,-1.37%
2021/4/8,"8,458.11","8,375.56","8,524.03","8,338.03",,0.07%
2021/4/9,"8,305.93","8,503.03","8,503.03","8,246.54",,-1.80%
2021/4/12,"8,169.50","8,365.23","8,374.97","8,137.17",,-1.64%
2021/4/13,"8,038.81","8,175.37","8,233.38","8,018.65",,-1.60%
2021/4/14,"8,225.67","8,191.80","8,293.81","8,176.63",,2.32%
2021/4/15,"8,142.92","8,212.39","8,212.39","8,023.97",,-1.01%
2021/4/16,"8,232.13","8,135.42","8,250.13","8,117.83",,1.10%
2021/4/19,"8,346.39","8,206.45","8,406.12","8,145.27",,1.39%
2021/4/20,"8,311.69","8,272.34","8,354.44","8,249.22",,-0.42%
2021/4/21,"8,185.00","8,161.73","8,222.84","8,113.46",,-1.52%
2021/4/22,"8,279.74","8,263.03","8,314.54","8,200.21",,1.16%
2021/4/23,"8,467.75","8,312.99","8,506.39","8,299.72",,2.27%
2021/4/26,"8,485.24","8,527.83","8,612.36","8,461.70",,0.21%
2021/4/27,"8,516.45","8,486.64","8,571.05","8,418.32",,0.37%
2021/4/28,"8,532.76","8,531.36","8,565.31","8,487.53",,0.19%
2021/4/29,"8,500.13","8,585.77","8,599.89","8,468.40",,-0.38%
2021/4/30,"8,313.18","8,435.37","8,440.30","8,300.33",,-2.20%
2021/5/3,"8,227.89","8,314.65","8,323.99","8,188.44",,-1.03%
2021/5/4,"8,284.12","8,231.32","8,295.95","8,187.80",,0.68%
2021/5/5,"8,107.90","8,180.23","8,240.29","8,096.39",,-2.13%
2021/5/6,"8,136.87","8,164.63","8,232.76","8,065.80",,0.36%
2021/5/7,"7,954.82","8,158.71","8,158.71","7,934.46",,-2.24%
2021/5/10,"7,886.02","7,987.35","8,045.17","7,841.34",,-0.86%
2021/5/11,"7,649.68","7,673.06","7,673.06","7,533.21",,-3.00%
2021/5/12,"7,861.18","7,755.31","7,868.98","7,723.66",,2.76%
2021/5/13,"7,599.62","7,699.22","7,738.78","7,597.26",,-3.33%
2021/5/14,"7,565.31","7,548.11","7,590.53","7,433.44",,-0.45%
2021/5/17,"7,699.96","7,628.91","7,738.08","7,602.06",,1.78%
2021/5/18,"7,817.69","7,764.25","7,825.64","7,741.87",,1.53%
2021/5/20,"7,915.72","7,810.78","7,939.08","7,795.83",,1.25%
2021/5/21,"8,025.31","8,016.44","8,048.64","7,945.27",,1.38%
2021/5/24,"7,876.61","7,961.23","7,998.24","7,800.37",,-1.85%
2021/5/25,"8,004.37","7,884.97","8,024.63","7,846.99",,1.62%
2021/5/26,"8,072.46","8,044.39","8,092.55","7,993.66",,0.85%
2021/5/27,"8,123.88","8,082.33","8,132.89","8,033.36",,0.64%
2021/5/28,"7,957.63","8,135.72","8,136.36","7,942.25",,-2.05%
2021/5/31,"8,104.35","8,036.81","8,105.52","7,991.08",,1.84%
2021/6/1,"8,305.74","8,141.80","8,311.71","8,132.19",,2.48%
2021/6/2,"8,235.10","8,338.03","8,338.03","8,201.54",,-0.85%
2021/6/3,"8,164.34","8,227.63","8,316.21","8,140.48",,-0.86%
2021/6/4,"8,095.64","8,080.00","8,195.37","8,059.76",,-0.84%
2021/6/7,"8,042.73","8,106.01","8,120.51","7,988.96",,-0.65%
2021/6/8,"7,981.01","8,079.96","8,100.21","7,935.76",,-0.77%
2021/6/9,"7,972.09","7,970.55","8,009.22","7,926.25",,-0.11%
2021/6/10,"7,969.17","7,991.27","8,048.20","7,933.71",,-0.04%
2021/6/11,"7,991.12","8,017.11","8,065.26","7,958.83",,0.28%
2021/6/15,"7,961.02","8,036.32","8,038.70","7,850.64",,-0.38%
2021/6/16,"7,830.67","7,922.42","7,931.53","7,816.77",,-1.64%
2021/6/17,"7,901.52","7,776.48","7,901.52","7,747.45",,0.90%
2021/6/18,"8,041.45","7,991.03","8,075.46","7,973.41",,1.77%
2021/6/21,"7,955.95","7,955.06","7,992.79","7,885.41",,-1.06%
