日期,收盘,开盘,高,低,交易量,涨跌幅
2018/9/10,"4,081.53","4,081.53","4,081.53","4,081.53",0,-3.28%
2018/9/11,"4,039.70","4,039.70","4,039.70","4,039.70",0,-1.02%
2018/9/12,"4,017.13","4,017.13","4,017.13","4,017.13",0,-0.56%
2018/9/13,"4,170.23","4,170.23","4,170.23","4,170.23",0,3.81%
2018/9/14,"4,234.91","4,234.91","4,234.91","4,234.91",0,1.55%
2018/9/17,"4,126.91","4,126.91","4,126.91","4,126.91",0,-2.55%
2018/9/18,"4,188.19","4,188.19","4,188.19","4,188.19",0,1.48%
2018/9/19,"4,253.18","4,253.18","4,253.18","4,253.18",0,1.55%
2018/9/20,"4,255.39","4,255.39","4,255.39","4,255.39",0,0.05%
2018/9/21,"4,367.26","4,367.26","4,367.26","4,367.26",0,2.63%
2018/9/24,"4,287.30","4,287.30","4,287.30","4,287.30",0,-1.83%
2018/9/26,"4,339.89","4,339.89","4,339.89","4,339.89",0,1.23%
2018/9/27,"4,325.72","4,325.72","4,325.72","4,325.72",0,-0.33%
2018/9/28,"4,341.42","4,341.42","4,341.42","4,341.42",0,0.36%
2018/10/2,"4,288.69","4,288.69","4,288.69","4,288.69",0,-1.21%
2018/10/3,"4,293.06","4,293.06","4,293.06","4,293.06",0,0.10%
2018/10/4,"4,200.48","4,200.48","4,200.48","4,200.48",0,-2.16%
2018/10/5,"4,056.44","4,056.44","4,056.44","4,056.44",0,-3.43%
2018/10/8,"3,918.76","3,918.76","3,918.76","3,918.76",0,-3.39%
2018/10/9,"3,902.88","3,902.88","3,902.88","3,902.88",0,-0.41%
2018/10/10,"3,863.03","3,863.03","3,863.03","3,863.03",0,-1.02%
2018/10/11,"3,590.76","3,590.76","3,590.76","3,590.76",0,-7.05%
2018/10/12,"3,745.62","3,745.62","3,745.62","3,745.62",0,4.31%
2018/10/15,"3,689.31","3,689.31","3,689.31","3,689.31",0,-1.50%
2018/10/16,"3,707.81","3,707.81","3,707.81","3,707.81",0,0.50%
2018/10/18,"3,713.06","3,713.06","3,713.06","3,713.06",0,0.14%
2018/10/19,"3,741.58","3,741.58","3,741.58","3,741.58",0,0.77%
2018/10/22,"3,850.93","3,850.93","3,850.93","3,850.93",0,2.92%
2018/10/23,"3,689.98","3,689.98","3,689.98","3,689.98",0,-4.18%
2018/10/24,"3,613.64","3,613.64","3,613.64","3,613.64",0,-2.07%
2018/10/25,"3,509.81","3,509.81","3,509.81","3,509.81",0,-2.87%
2018/10/26,"3,418.55","3,418.55","3,418.55","3,418.55",0,-2.60%
2018/10/29,"3,388.31","3,388.31","3,388.31","3,388.31",0,-0.88%
2018/10/30,"3,352.88","3,352.88","3,352.88","3,352.88",0,-1.05%
2018/10/31,"3,488.15","3,488.15","3,488.15","3,488.15",0,4.03%
2018/11/1,"3,633.35","3,633.35","3,633.35","3,633.35",0,4.16%
2018/11/2,"3,916.73","3,916.73","3,916.73","3,916.73",0,7.80%
2018/11/5,"3,824.84","3,824.84","3,824.84","3,824.84",0,-2.35%
2018/11/6,"3,820.66","3,820.66","3,820.66","3,820.66",0,-0.11%
2018/11/7,"3,836.46","3,836.46","3,836.46","3,836.46",0,0.41%
2018/11/8,"3,782.30","3,782.30","3,782.30","3,782.30",0,-1.41%
2018/11/9,"3,714.49","3,714.49","3,714.49","3,714.49",0,-1.79%
2018/11/12,"3,701.01","3,701.01","3,701.01","3,701.01",0,-0.36%
2018/11/13,"3,737.12","3,737.12","3,737.12","3,737.12",0,0.98%
2018/11/14,"3,711.82","3,711.82","3,711.82","3,711.82",0,-0.68%
2018/11/15,"3,814.00","3,814.00","3,814.00","3,814.00",0,2.75%
2018/11/16,"3,853.96","3,853.96","3,853.96","3,853.96",0,1.05%
2018/11/19,"3,897.33","3,897.33","3,897.33","3,897.33",0,1.13%
2018/11/20,"3,753.81","3,753.81","3,753.81","3,753.81",0,-3.68%
2018/11/21,"3,806.94","3,806.94","3,806.94","3,806.94",0,1.42%
2018/11/22,"3,788.71","3,788.71","3,788.71","3,788.71",0,-0.48%
2018/11/23,"3,725.33","3,725.33","3,725.33","3,725.33",0,-1.67%
2018/11/26,"3,753.42","3,753.42","3,753.42","3,753.42",0,0.75%
2018/11/27,"3,780.28","3,780.28","3,780.28","3,780.28",0,0.72%
2018/11/28,"3,848.54","3,848.54","3,848.54","3,848.54",0,1.81%
2018/11/29,"3,805.06","3,805.06","3,805.06","3,805.06",0,-1.13%
2018/11/30,"3,808.65","3,808.65","3,808.65","3,808.65",0,0.09%
2018/12/3,"3,925.17","3,925.17","3,925.17","3,925.17",0,3.06%
2018/12/4,"3,954.18","3,954.18","3,954.18","3,954.18",0,0.74%
2018/12/5,"3,859.95","3,859.95","3,859.95","3,859.95",0,-2.38%
2018/12/6,"3,712.69","3,712.69","3,712.69","3,712.69",0,-3.82%
2018/12/7,"3,699.75","3,699.75","3,699.75","3,699.75",0,-0.35%
2018/12/10,"3,643.05","3,643.05","3,643.05","3,643.05",0,-1.53%
2018/12/11,"3,703.36","3,703.36","3,703.36","3,703.36",0,1.66%
2018/12/12,"3,741.94","3,741.94","3,741.94","3,741.94",0,1.04%
2018/12/13,"3,758.19","3,758.19","3,758.19","3,758.19",0,0.43%
2018/12/14,"3,658.58","3,658.58","3,658.58","3,658.58",0,-2.65%
2018/12/17,"3,643.09","3,643.09","3,643.09","3,643.09",0,-0.42%
2018/12/18,"3,562.36","3,562.36","3,562.36","3,562.36",0,-2.22%
2018/12/19,"3,546.75","3,546.75","3,546.75","3,546.75",0,-0.44%
2018/12/20,"3,474.14","3,474.14","3,474.14","3,474.14",0,-2.05%
2018/12/21,"3,464.05","3,464.05","3,464.05","3,464.05",0,-0.29%
2018/12/24,"3,422.69","3,422.69","3,422.69","3,422.69",0,-1.19%
2018/12/27,"3,386.66","3,386.66","3,386.66","3,386.66",0,-1.05%
2018/12/28,"3,416.57","3,416.57","3,416.57","3,416.57",0,0.88%
2018/12/31,"3,460.42","3,460.42","3,460.42","3,460.42",0,1.28%
2019/1/2,"3,345.09","3,345.09","3,345.09","3,345.09",0,-3.33%
2019/1/3,"3,253.45","3,253.45","3,253.45","3,253.45",0,-2.74%
2019/1/4,"3,287.17","3,287.17","3,287.17","3,287.17",0,1.04%
2019/1/7,"3,332.80","3,332.80","3,332.80","3,332.80",0,1.39%
2019/1/8,"3,342.75","3,342.75","3,342.75","3,342.75",0,0.30%
2019/1/9,"3,391.37","3,391.37","3,391.37","3,391.37",0,1.45%
2019/1/10,"3,432.06","3,432.06","3,432.06","3,432.06",0,1.20%
2019/1/11,"3,473.03","3,473.03","3,473.03","3,473.03",0,1.19%
2019/1/14,"3,405.57","3,405.57","3,405.57","3,405.57",0,-1.94%
2019/1/15,"3,483.19","3,483.19","3,483.19","3,483.19",0,2.28%
2019/1/16,"3,469.33","3,469.33","3,469.33","3,469.33",0,-0.40%
2019/1/17,"3,456.78","3,456.78","3,456.78","3,456.78",0,-0.36%
2019/1/18,"3,584.82","3,584.82","3,584.82","3,584.82",0,3.70%
2019/1/21,"3,626.12","3,626.12","3,626.12","3,626.12",0,1.15%
2019/1/22,"3,545.51","3,545.51","3,545.51","3,545.51",0,-2.22%
2019/1/23,"3,515.99","3,515.99","3,515.99","3,515.99",0,-0.83%
2019/1/24,"3,577.97","3,577.97","3,577.97","3,577.97",0,1.76%
2019/1/25,"3,676.88","3,676.88","3,676.88","3,676.88",0,2.76%
2019/1/28,"3,653.49","3,653.49","3,653.49","3,653.49",0,-0.64%
2019/1/29,"3,672.67","3,672.67","3,672.67","3,672.67",0,0.52%
2019/1/30,"3,659.39","3,659.39","3,659.39","3,659.39",0,-0.36%
2019/1/31,"3,733.89","3,733.89","3,733.89","3,733.89",0,2.04%
2019/2/1,"3,767.37","3,767.37","3,767.37","3,767.37",0,0.90%
2019/2/4,"3,771.35","3,771.35","3,771.35","3,771.35",0,0.11%
2019/2/8,"3,817.81","3,817.81","3,817.81","3,817.81",0,1.23%
2019/2/11,"3,940.91","3,940.91","3,940.91","3,940.91",0,3.22%
2019/2/12,"3,962.14","3,962.14","3,962.14","3,962.14",0,0.54%
2019/2/13,"4,077.17","4,077.17","4,077.17","4,077.17",0,2.90%
2019/2/14,"4,070.66","4,070.66","4,070.66","4,070.66",0,-0.16%
2019/2/15,"3,926.53","3,926.53","3,926.53","3,926.53",0,-3.54%
2019/2/18,"4,003.89","4,003.89","4,003.89","4,003.89",0,1.97%
2019/2/19,"3,914.04","3,914.04","3,914.04","3,914.04",0,-2.24%
2019/2/20,"3,984.52","3,984.52","3,984.52","3,984.52",0,1.80%
2019/2/21,"4,104.76","4,104.76","4,104.76","4,104.76",0,3.02%
2019/2/22,"4,285.36","4,285.36","4,285.36","4,285.36",0,4.40%
2019/2/25,"4,291.08","4,291.08","4,291.08","4,291.08",0,0.13%
2019/2/26,"4,201.32","4,201.32","4,201.32","4,201.32",0,-2.09%
2019/2/27,"4,146.89","4,146.89","4,146.89","4,146.89",0,-1.30%
2019/2/28,"4,117.32","4,117.32","4,117.32","4,117.32",0,-0.71%
2019/3/1,"4,209.58","4,209.58","4,209.58","4,209.58",0,2.24%
2019/3/4,"4,297.55","4,297.55","4,297.55","4,297.55",0,2.09%
2019/3/5,"4,365.98","4,365.98","4,365.98","4,365.98",0,1.59%
2019/3/6,"4,408.52","4,408.52","4,408.52","4,408.52",0,0.97%
2019/3/7,"4,280.85","4,280.85","4,280.85","4,280.85",0,-2.90%
2019/3/8,"4,169.68","4,169.68","4,169.68","4,169.68",0,-2.60%
2019/3/11,"4,246.39","4,246.39","4,246.39","4,246.39",0,1.84%
2019/3/12,"4,242.32","4,242.32","4,242.32","4,242.32",0,-0.10%
2019/3/13,"4,185.82","4,185.82","4,185.82","4,185.82",0,-1.33%
2019/3/14,"4,076.57","4,076.57","4,076.57","4,076.57",0,-2.61%
2019/3/15,"4,149.23","4,149.23","4,149.23","4,149.23",0,1.78%
2019/3/18,"4,188.26","4,188.26","4,188.26","4,188.26",0,0.94%
2019/3/19,"4,188.10","4,188.10","4,188.10","4,188.10",0,-0.00%
2019/3/20,"4,134.28","4,134.28","4,134.28","4,134.28",0,-1.29%
2019/3/21,"4,085.17","4,085.17","4,085.17","4,085.17",0,-1.19%
2019/3/22,"4,112.86","4,112.86","4,112.86","4,112.86",0,0.68%
2019/3/25,"4,040.97","4,040.97","4,040.97","4,040.97",0,-1.75%
2019/3/26,"4,038.15","4,038.15","4,038.15","4,038.15",0,-0.07%
2019/3/27,"4,087.33","4,087.33","4,087.33","4,087.33",0,1.22%
2019/3/28,"4,102.88","4,102.88","4,102.88","4,102.88",0,0.38%
2019/3/29,"4,147.87","4,147.87","4,147.87","4,147.87",0,1.10%
2019/4/1,"4,175.24","4,175.24","4,175.24","4,175.24",0,0.66%
2019/4/2,"4,206.42","4,206.42","4,206.42","4,206.42",0,0.75%
2019/4/3,"4,274.78","4,274.78","4,274.78","4,274.78",0,1.63%
2019/4/4,"4,264.40","4,264.40","4,264.40","4,264.40",0,-0.24%
2019/4/8,"4,281.66","4,281.66","4,281.66","4,281.66",0,0.40%
2019/4/9,"4,390.40","4,390.40","4,390.40","4,390.40",0,2.54%
2019/4/10,"4,445.18","4,445.18","4,445.18","4,445.18",0,1.25%
2019/4/11,"4,342.97","4,342.97","4,342.97","4,342.97",0,-2.30%
2019/4/12,"4,362.70","4,362.70","4,362.70","4,362.70",0,0.45%
2019/4/15,"4,339.82","4,339.82","4,339.82","4,339.82",0,-0.52%
2019/4/16,"4,361.24","4,361.24","4,361.24","4,361.24",0,0.49%
2019/4/17,"4,420.41","4,420.41","4,420.41","4,420.41",0,1.36%
2019/4/18,"4,419.06","4,419.06","4,419.06","4,419.06",0,-0.03%
2019/4/23,"4,404.86","4,404.86","4,404.86","4,404.86",0,-0.32%
2019/4/24,"4,422.19","4,422.19","4,422.19","4,422.19",0,0.39%
2019/4/25,"4,286.74","4,286.74","4,286.74","4,286.74",0,-3.06%
2019/4/26,"4,330.56","4,330.56","4,330.56","4,330.56",0,1.02%
2019/4/29,"4,309.40","4,309.40","4,309.40","4,309.40",0,-0.49%
2019/4/30,"4,285.32","4,285.32","4,285.32","4,285.32",0,-0.56%
2019/5/2,"4,289.95","4,289.95","4,289.95","4,289.95",0,0.11%
2019/5/3,"4,338.92","4,338.92","4,338.92","4,338.92",0,1.14%
2019/5/6,"4,110.49","4,110.49","4,110.49","4,110.49",0,-5.26%
2019/5/7,"4,135.62","4,135.62","4,135.62","4,135.62",0,0.61%
2019/5/8,"4,062.12","4,062.12","4,062.12","4,062.12",0,-1.78%
2019/5/9,"3,932.08","3,932.08","3,932.08","3,932.08",0,-3.20%
2019/5/10,"4,030.98","4,030.98","4,030.98","4,030.98",0,2.52%
2019/5/14,"3,896.71","3,896.71","3,896.71","3,896.71",0,-3.33%
2019/5/15,"4,005.75","4,005.75","4,005.75","4,005.75",0,2.80%
2019/5/16,"3,919.07","3,919.07","3,919.07","3,919.07",0,-2.16%
2019/5/17,"3,782.86","3,782.86","3,782.86","3,782.86",0,-3.48%
2019/5/20,"3,696.00","3,696.00","3,696.00","3,696.00",0,-2.30%
2019/5/21,"3,714.06","3,714.06","3,714.06","3,714.06",0,0.49%
2019/5/22,"3,785.59","3,785.59","3,785.59","3,785.59",0,1.93%
2019/5/23,"3,636.44","3,636.44","3,636.44","3,636.44",0,-3.94%
2019/5/24,"3,641.84","3,641.84","3,641.84","3,641.84",0,0.15%
2019/5/27,"3,656.56","3,656.56","3,656.56","3,656.56",0,0.40%
2019/5/28,"3,717.74","3,717.74","3,717.74","3,717.74",0,1.67%
2019/5/29,"3,695.02","3,695.02","3,695.02","3,695.02",0,-0.61%
2019/5/30,"3,670.52","3,670.52","3,670.52","3,670.52",0,-0.66%
2019/5/31,"3,668.73","3,668.73","3,668.73","3,668.73",0,-0.05%
2019/6/3,"3,647.53","3,647.53","3,647.53","3,647.53",0,-0.58%
2019/6/4,"3,563.42","3,563.42","3,563.42","3,563.42",0,-2.31%
2019/6/5,"3,618.15","3,618.15","3,618.15","3,618.15",0,1.54%
2019/6/6,"3,583.56","3,583.56","3,583.56","3,583.56",0,-0.96%
2019/6/10,"3,721.40","3,721.40","3,721.40","3,721.40",0,3.85%
2019/6/11,"3,795.42","3,795.42","3,795.42","3,795.42",0,1.99%
2019/6/12,"3,686.06","3,686.06","3,686.06","3,686.06",0,-2.88%
2019/6/13,"3,687.83","3,687.83","3,687.83","3,687.83",0,0.05%
2019/6/14,"3,615.75","3,615.75","3,615.75","3,615.75",0,-1.95%
2019/6/17,"3,609.45","3,609.45","3,609.45","3,609.45",0,-0.17%
2019/6/18,"3,649.09","3,649.09","3,649.09","3,649.09",0,1.10%
2019/6/19,"3,802.38","3,802.38","3,802.38","3,802.38",0,4.20%
2019/6/20,"3,840.26","3,840.26","3,840.26","3,840.26",0,1.00%
2019/6/21,"3,793.47","3,793.47","3,793.47","3,793.47",0,-1.22%
2019/6/24,"3,784.81","3,784.81","3,784.81","3,784.81",0,-0.23%
2019/6/25,"3,716.32","3,716.32","3,716.32","3,716.32",0,-1.81%
2019/6/26,"3,731.29","3,731.29","3,731.29","3,731.29",0,0.40%
2019/6/27,"3,832.35","3,832.35","3,832.35","3,832.35",0,2.71%
2019/6/28,"3,824.67","3,824.67","3,824.67","3,824.67",0,-0.20%
2019/7/2,"3,966.67","3,966.67","3,966.67","3,966.67",0,3.71%
2019/7/3,"3,891.66","3,891.66","3,891.66","3,891.66",0,-1.89%
2019/7/4,"3,863.72","3,863.72","3,863.72","3,863.72",0,-0.72%
2019/7/5,"3,834.65","3,834.65","3,834.65","3,834.65",0,-0.75%
2019/7/8,"3,734.36","3,734.36","3,734.36","3,734.36",0,-2.62%
2019/7/9,"3,693.79","3,693.79","3,693.79","3,693.79",0,-1.09%
2019/7/10,"3,738.50","3,738.50","3,738.50","3,738.50",0,1.21%
2019/7/11,"3,734.47","3,734.47","3,734.47","3,734.47",0,-0.11%
2019/7/12,"3,722.88","3,722.88","3,722.88","3,722.88",0,-0.31%
2019/7/15,"3,773.61","3,773.61","3,773.61","3,773.61",0,1.36%
2019/7/16,"3,781.81","3,781.81","3,781.81","3,781.81",0,0.22%
2019/7/17,"3,777.03","3,777.03","3,777.03","3,777.03",0,-0.13%
2019/7/18,"3,732.20","3,732.20","3,732.20","3,732.20",0,-1.19%
2019/7/19,"3,793.49","3,793.49","3,793.49","3,793.49",0,1.64%
2019/7/22,"3,758.62","3,758.62","3,758.62","3,758.62",0,-0.92%
2019/7/23,"3,825.32","3,825.32","3,825.32","3,825.32",0,1.77%
2019/7/24,"3,877.03","3,877.03","3,877.03","3,877.03",0,1.35%
2019/7/25,"3,934.76","3,934.76","3,934.76","3,934.76",0,1.49%
2019/7/26,"3,885.61","3,885.61","3,885.61","3,885.61",0,-1.25%
2019/7/29,"3,875.28","3,875.28","3,875.28","3,875.28",0,-0.27%
2019/7/30,"3,879.37","3,879.37","3,879.37","3,879.37",0,0.11%
2019/7/31,"3,842.92","3,842.92","3,842.92","3,842.92",0,-0.94%
2019/8/1,"3,827.56","3,827.56","3,827.56","3,827.56",0,-0.40%
2019/8/2,"3,644.03","3,644.03","3,644.03","3,644.03",0,-4.79%
2019/8/5,"3,534.81","3,534.81","3,534.81","3,534.81",0,-3.00%
2019/8/6,"3,505.88","3,505.88","3,505.88","3,505.88",0,-0.82%
2019/8/7,"3,515.76","3,515.76","3,515.76","3,515.76",0,0.28%
2019/8/8,"3,571.13","3,571.13","3,571.13","3,571.13",0,1.57%
2019/8/9,"3,554.13","3,554.13","3,554.13","3,554.13",0,-0.48%
2019/8/12,"3,591.74","3,591.74","3,591.74","3,591.74",0,1.06%
2019/8/13,"3,492.81","3,492.81","3,492.81","3,492.81",0,-2.75%
2019/8/14,"3,575.14","3,575.14","3,575.14","3,575.14",0,2.36%
2019/8/15,"3,555.48","3,555.48","3,555.48","3,555.48",0,-0.55%
2019/8/16,"3,587.54","3,587.54","3,587.54","3,587.54",0,0.90%
2019/8/19,"3,704.29","3,704.29","3,704.29","3,704.29",0,3.25%
2019/8/20,"3,753.37","3,753.37","3,753.37","3,753.37",0,1.32%
2019/8/21,"3,742.43","3,742.43","3,742.43","3,742.43",0,-0.29%
2019/8/22,"3,724.53","3,724.53","3,724.53","3,724.53",0,-0.48%
2019/8/23,"3,739.12","3,739.12","3,739.12","3,739.12",0,0.39%
2019/8/26,"3,697.37","3,697.37","3,697.37","3,697.37",0,-1.12%
2019/8/27,"3,687.33","3,687.33","3,687.33","3,687.33",0,-0.27%
2019/8/28,"3,659.98","3,659.98","3,659.98","3,659.98",0,-0.74%
2019/8/29,"3,647.28","3,647.28","3,647.28","3,647.28",0,-0.35%
2019/8/30,"3,678.96","3,678.96","3,678.96","3,678.96",0,0.87%
2019/9/2,"3,692.84","3,692.84","3,692.84","3,692.84",0,0.38%
2019/9/3,"3,715.60","3,715.60","3,715.60","3,715.60",0,0.62%
2019/9/4,"3,764.02","3,764.02","3,764.02","3,764.02",0,1.30%
2019/9/5,"3,885.72","3,885.72","3,885.72","3,885.72",0,3.23%
2019/9/6,"3,940.03","3,940.03","3,940.03","3,940.03",0,1.40%
2019/9/9,"3,974.42","3,974.42","3,974.42","3,974.42",0,0.87%
2019/9/10,"3,929.23","3,929.23","3,929.23","3,929.23",0,-1.14%
2019/9/11,"3,923.79","3,923.79","3,923.79","3,923.79",0,-0.14%
2019/9/12,"3,992.80","3,992.80","3,992.80","3,992.80",0,1.76%
2019/9/13,"4,030.21","4,030.21","4,030.21","4,030.21",0,0.94%
2019/9/16,"4,031.38","4,031.38","4,031.38","4,031.38",0,0.03%
2019/9/17,"3,948.48","3,948.48","3,948.48","3,948.48",0,-2.06%
2019/9/18,"4,035.29","4,035.29","4,035.29","4,035.29",0,2.20%
2019/9/19,"4,065.50","4,065.50","4,065.50","4,065.50",0,0.75%
2019/9/20,"4,080.69","4,080.69","4,080.69","4,080.69",0,0.37%
2019/9/23,"4,014.88","4,014.88","4,014.88","4,014.88",0,-1.61%
2019/9/24,"4,024.03","4,024.03","4,024.03","4,024.03",0,0.23%
2019/9/25,"3,930.59","3,930.59","3,930.59","3,930.59",0,-2.32%
2019/9/26,"3,947.68","3,947.68","3,947.68","3,947.68",0,0.43%
2019/9/27,"3,944.41","3,944.41","3,944.41","3,944.41",0,-0.08%
2019/9/30,"3,909.73","3,909.73","3,909.73","3,909.73",0,-0.88%
2019/10/2,"3,953.24","3,953.24","3,953.24","3,953.24",0,1.11%
2019/10/3,"3,984.88","3,984.88","3,984.88","3,984.88",0,0.80%
2019/10/4,"3,983.44","3,983.44","3,983.44","3,983.44",0,-0.04%
2019/10/8,"3,971.40","3,971.40","3,971.40","3,971.40",0,-0.30%
2019/10/9,"3,927.76","3,927.76","3,927.76","3,927.76",0,-1.10%
2019/10/10,"4,053.16","4,053.16","4,053.16","4,053.16",0,3.19%
2019/10/11,"4,092.87","4,092.87","4,092.87","4,092.87",0,0.98%
2019/10/14,"4,117.73","4,117.73","4,117.73","4,117.73",0,0.61%
2019/10/15,"4,119.93","4,119.93","4,119.93","4,119.93",0,0.05%
2019/10/16,"4,131.87","4,131.87","4,131.87","4,131.87",0,0.29%
2019/10/17,"4,158.26","4,158.26","4,158.26","4,158.26",0,0.64%
2019/10/18,"4,190.47","4,190.47","4,190.47","4,190.47",0,0.77%
2019/10/21,"4,203.71","4,203.71","4,203.71","4,203.71",0,0.32%
2019/10/22,"4,170.94","4,170.94","4,170.94","4,170.94",0,-0.78%
2019/10/23,"4,125.16","4,125.16","4,125.16","4,125.16",0,-1.10%
2019/10/24,"4,141.93","4,141.93","4,141.93","4,141.93",0,0.41%
2019/10/25,"4,175.15","4,175.15","4,175.15","4,175.15",0,0.80%
2019/10/28,"4,252.75","4,252.75","4,252.75","4,252.75",0,1.86%
2019/10/29,"4,225.45","4,225.45","4,225.45","4,225.45",0,-0.64%
2019/10/30,"4,234.04","4,234.04","4,234.04","4,234.04",0,0.20%
2019/10/31,"4,270.66","4,270.66","4,270.66","4,270.66",0,0.86%
2019/11/1,"4,276.98","4,276.98","4,276.98","4,276.98",0,0.15%
2019/11/4,"4,363.87","4,363.87","4,363.87","4,363.87",0,2.03%
2019/11/5,"4,389.91","4,389.91","4,389.91","4,389.91",0,0.60%
2019/11/6,"4,406.22","4,406.22","4,406.22","4,406.22",0,0.37%
2019/11/7,"4,410.99","4,410.99","4,410.99","4,410.99",0,0.11%
2019/11/8,"4,338.27","4,338.27","4,338.27","4,338.27",0,-1.65%
2019/11/11,"4,201.83","4,201.83","4,201.83","4,201.83",0,-3.15%
2019/11/12,"4,274.65","4,274.65","4,274.65","4,274.65",0,1.73%
2019/11/13,"4,241.97","4,241.97","4,241.97","4,241.97",0,-0.76%
2019/11/14,"4,283.88","4,283.88","4,283.88","4,283.88",0,0.99%
2019/11/15,"4,284.37","4,284.37","4,284.37","4,284.37",0,0.01%
2019/11/18,"4,320.67","4,320.67","4,320.67","4,320.67",0,0.85%
2019/11/19,"4,400.45","4,400.45","4,400.45","4,400.45",0,1.85%
2019/11/20,"4,375.66","4,375.66","4,375.66","4,375.66",0,-0.56%
2019/11/21,"4,249.50","4,249.50","4,249.50","4,249.50",0,-2.88%
2019/11/22,"4,293.80","4,293.80","4,293.80","4,293.80",0,1.04%
2019/11/25,"4,303.59","4,303.59","4,303.59","4,303.59",0,0.23%
2019/11/26,"4,293.94","4,293.94","4,293.94","4,293.94",0,-0.22%
2019/11/27,"4,333.06","4,333.06","4,333.06","4,333.06",0,0.91%
2019/11/28,"4,375.13","4,375.13","4,375.13","4,375.13",0,0.97%
2019/11/29,"4,294.92","4,294.92","4,294.92","4,294.92",0,-1.83%
2019/12/2,"4,274.39","4,274.39","4,274.39","4,274.39",0,-0.48%
2019/12/3,"4,298.57","4,298.57","4,298.57","4,298.57",0,0.57%
2019/12/4,"4,256.63","4,256.63","4,256.63","4,256.63",0,-0.98%
2019/12/5,"4,372.52","4,372.52","4,372.52","4,372.52",0,2.72%
2019/12/6,"4,483.82","4,483.82","4,483.82","4,483.82",0,2.55%
2019/12/9,"4,471.46","4,471.46","4,471.46","4,471.46",0,-0.28%
2019/12/10,"4,465.88","4,465.88","4,465.88","4,465.88",0,-0.12%
2019/12/11,"4,535.40","4,535.40","4,535.40","4,535.40",0,1.56%
2019/12/12,"4,581.44","4,581.44","4,581.44","4,581.44",0,1.02%
2019/12/13,"4,645.82","4,645.82","4,645.82","4,645.82",0,1.41%
2019/12/16,"4,698.19","4,698.19","4,698.19","4,698.19",0,1.13%
2019/12/17,"4,738.77","4,738.77","4,738.77","4,738.77",0,0.86%
2019/12/18,"4,717.83","4,717.83","4,717.83","4,717.83",0,-0.44%
2019/12/19,"4,676.12","4,676.12","4,676.12","4,676.12",0,-0.88%
2019/12/20,"4,624.25","4,624.25","4,624.25","4,624.25",0,-1.11%
2019/12/23,"4,632.46","4,632.46","4,632.46","4,632.46",0,0.18%
2019/12/24,"4,674.34","4,674.34","4,674.34","4,674.34",0,0.90%
2019/12/27,"4,713.00","4,713.00","4,713.00","4,713.00",0,0.83%
2019/12/30,"4,696.64","4,696.64","4,696.64","4,696.64",0,-0.35%
2019/12/31,"4,714.81","4,714.81","4,714.81","4,714.81",0,0.39%
